date,ward_id,chlorine_level,bacteria_count
2023-07-20,3,0.49,20
2023-07-21,3,0.28,20
2023-07-22,3,0.73,17
2023-07-23,3,0.65,11
2023-07-24,3,0.64,31
2023-07-25,3,0.4,47
2023-07-26,3,0.13,12
2023-07-27,3,0.57,23
2023-07-28,3,0.04,12
2023-07-29,3,0.37,21
2023-07-30,3,0.54,24
2023-07-31,3,0.16,44
2023-08-01,3,0.38,46
2023-08-02,3,0.39,12
2023-08-03,3,0.76,16
2023-08-04,3,0.48,33
2023-08-05,3,0.03,45
2023-08-06,3,0.51,48
2023-08-07,3,0.56,25
2023-08-08,3,0.43,32
2023-08-09,3,0.0,42
2023-08-10,3,0.41,38
2023-08-11,3,0.71,21
2023-08-12,3,0.89,39
2023-08-13,3,0.44,16
2023-08-14,3,0.51,47
2023-08-15,3,0.47,30
2023-08-16,3,0.38,42
2023-08-17,3,0.84,19
2023-08-18,3,0.52,16
2023-08-19,3,0.88,31
2023-08-20,3,0.16,17
2023-08-21,3,0.59,15
2023-08-22,3,0.38,18
2023-08-23,3,0.51,18
2023-08-24,3,0.21,15
2023-08-25,3,0.61,14
2023-08-26,3,0.65,15
2023-08-27,3,0.44,18
2023-08-28,3,0.49,18
2023-08-29,3,0.02,36
2023-08-30,3,0.34,38
2023-08-31,3,0.63,11
2023-09-01,3,0.22,42
2023-09-02,3,0.78,21
2023-09-03,3,0.42,47
2023-09-04,3,0.73,16
2023-09-05,3,0.59,38
2023-09-06,3,0.58,46
2023-09-07,3,0.62,37
2023-09-08,3,0.39,18
2023-09-09,3,0.08,39
2023-09-10,3,0.33,42
2023-09-11,3,0.59,38
2023-09-12,3,0.52,22
2023-09-13,3,0.31,30
2023-09-14,3,0.49,42
2023-09-15,3,0.7,24
2023-09-16,3,0.2,15
2023-09-17,3,0.08,40
2023-09-18,3,0.56,10
2023-09-19,3,0.58,16
2023-09-20,3,0.38,17
2023-09-21,3,0.52,31
2023-09-22,3,0.33,16
2023-09-23,3,0.55,42
2023-09-24,3,0.56,31
2023-09-25,3,0.44,15
2023-09-26,3,0.64,10
2023-09-27,3,0.64,23
2023-09-28,3,0.24,18
2023-09-29,3,0.44,22
2023-09-30,3,0.49,41
2023-10-01,3,0.58,19
2023-10-02,3,0.64,18
2023-10-03,3,0.49,15
2023-10-04,3,0.75,19
2023-10-05,3,0.97,20
2023-10-06,3,0.78,24
2023-10-07,3,0.65,18
2023-10-08,3,0.61,19
2023-10-09,3,0.59,20
2023-10-10,3,0.42,17
2023-10-11,3,0.8,18
2023-10-12,3,0.79,22
2023-10-13,3,0.54,15
2023-10-14,3,0.53,32
2023-10-15,3,0.69,18
2023-10-16,3,0.25,23
2023-10-17,3,0.71,13
2023-10-18,3,0.47,18
2023-10-19,3,0.8,16
2023-10-20,3,0.43,23
2023-10-21,3,0.47,21
2023-10-22,3,0.55,23
2023-10-23,3,0.66,18
2023-10-24,3,0.31,20
2023-10-25,3,0.73,25
2023-10-26,3,0.9,17
2023-10-27,3,0.11,21
2023-10-28,3,0.49,19
2023-10-29,3,0.55,18
2023-10-30,3,0.11,11
2023-10-31,3,0.67,10
2023-11-01,3,0.43,14
2023-11-02,3,0.27,17
2023-11-03,3,0.33,17
2023-11-04,3,0.69,16
2023-11-05,3,0.83,12
2023-11-06,3,0.66,19
2023-11-07,3,0.43,20
2023-11-08,3,0.31,18
2023-11-09,3,0.39,9
2023-11-10,3,0.37,17
2023-11-11,3,0.42,12
2023-11-12,3,0.28,15
2023-11-13,3,0.76,18
2023-11-14,3,0.39,20
2023-11-15,3,0.25,17
2023-11-16,3,0.29,9
2023-11-17,3,0.6,15
2023-11-18,3,0.76,12
2023-11-19,3,0.32,12
2023-11-20,3,0.32,27
2023-11-21,3,0.01,28
2023-11-22,3,0.53,20
2023-11-23,3,0.42,21
2023-11-24,3,0.92,18
2023-11-25,3,0.39,21
2023-11-26,3,0.49,20
2023-11-27,3,0.74,20
2023-11-28,3,0.66,12
2023-11-29,3,0.43,15
2023-11-30,3,0.31,16
2023-12-01,3,0.8,18
2023-12-02,3,0.27,21
2023-12-03,3,0.76,16
2023-12-04,3,0.52,18
2023-12-05,3,0.64,17
2023-12-06,3,0.36,15
2023-12-07,3,0.19,17
2023-12-08,3,0.64,15
2023-12-09,3,0.62,21
2023-12-10,3,0.05,18
2023-12-11,3,0.75,13
2023-12-12,3,0.17,20
2023-12-13,3,0.61,12
2023-12-14,3,0.53,19
2023-12-15,3,0.27,16
2023-12-16,3,0.46,17
2023-12-17,3,0.52,15
2023-12-18,3,0.51,13
2023-12-19,3,0.83,14
2023-12-20,3,0.52,18
2023-12-21,3,0.62,17
2023-12-22,3,0.35,18
2023-12-23,3,0.33,22
2023-12-24,3,0.47,18
2023-12-25,3,0.66,19
2023-12-26,3,0.37,20
2023-12-27,3,0.39,17
2023-12-28,3,0.69,16
2023-12-29,3,0.62,18
2023-12-30,3,0.71,18
2023-12-31,3,0.17,18
2023-01-01,4,0.41,11
2023-01-02,4,0.54,7
2023-01-03,4,0.59,7
2023-01-04,4,0.19,13
2023-01-05,4,0.28,12
2023-01-06,4,0.41,6
2023-01-07,4,0.39,6
2023-01-08,4,0.47,5
2023-01-09,4,0.74,5
2023-01-10,4,0.5,13
2023-01-11,4,0.7,10
2023-01-12,4,0.64,4
2023-01-13,4,0.5,3
2023-01-14,4,0.55,12
2023-01-15,4,0.69,9
2023-01-16,4,0.32,6
2023-01-17,4,0.6,7
2023-01-18,4,0.38,7
2023-01-19,4,0.36,9
2023-01-20,4,0.47,5
2023-01-21,4,0.45,14
2023-01-22,4,0.52,16
2023-01-23,4,0.41,9
2023-01-24,4,0.71,12
2023-01-25,4,0.51,12
2023-01-26,4,0.39,16
2023-01-27,4,0.4,8
2023-01-28,4,0.54,7
2023-01-29,4,0.77,7
2023-01-30,4,0.49,10
2023-01-31,4,0.13,11
2023-02-01,4,0.63,15
2023-02-02,4,0.42,8
2023-02-03,4,0.54,5
2023-02-04,4,0.33,6
2023-02-05,4,0.73,13
2023-02-06,4,0.39,8
2023-02-07,4,0.38,6
2023-02-08,4,0.45,7
2023-02-09,4,0.18,8
2023-02-10,4,0.55,10
2023-02-11,4,0.45,6
2023-02-12,4,0.35,7
2023-02-13,4,0.36,7
2023-02-14,4,0.35,11
2023-02-15,4,0.51,11
2023-02-16,4,0.67,7
2023-02-17,4,0.64,11
2023-02-18,4,0.52,9
2023-02-19,4,0.5,13
2023-02-20,4,0.56,12
2023-02-21,4,0.65,8
2023-02-22,4,0.67,13
2023-02-23,4,0.13,6
2023-02-24,4,0.58,8
2023-02-25,4,0.25,2
2023-02-26,4,0.46,12
2023-02-27,4,0.33,10
2023-02-28,4,0.53,8
2023-03-01,4,0.79,9
2023-03-02,4,0.42,10
2023-03-03,4,0.35,8
2023-03-04,4,0.7,5
2023-03-05,4,0.77,3
2023-03-06,4,0.54,9
2023-03-07,4,0.24,10
2023-03-08,4,0.0,7
2023-03-09,4,0.27,15
2023-03-10,4,0.6,10
2023-03-11,4,0.66,8
2023-03-12,4,0.46,9
2023-03-13,4,0.45,11
2023-03-14,4,0.6,14
2023-03-15,4,0.66,12
2023-03-16,4,0.36,12
2023-03-17,4,0.52,10
2023-03-18,4,0.37,10
2023-03-19,4,0.14,13
2023-03-20,4,0.57,10
2023-03-21,4,0.09,11
2023-03-22,4,0.74,8
2023-03-23,4,0.61,10
2023-03-24,4,0.65,11
2023-03-25,4,0.51,9
2023-03-26,4,0.34,8
2023-03-27,4,0.4,7
2023-03-28,4,0.82,11
2023-03-29,4,0.66,12
2023-03-30,4,0.42,6
2023-03-31,4,0.71,5
2023-04-01,4,0.96,6
2023-04-02,4,0.34,10
2023-04-03,4,0.2,12
2023-04-04,4,0.47,12
2023-04-05,4,0.6,7
2023-04-06,4,0.14,5
2023-04-07,4,0.12,9
2023-04-08,4,0.63,5
2023-04-09,4,0.48,11
2023-04-10,4,0.42,5
2023-04-11,4,0.19,6
2023-04-12,4,0.49,12
2023-04-13,4,0.45,5
2023-04-14,4,0.63,6
2023-04-15,4,0.36,11
2023-04-16,4,0.31,9
2023-04-17,4,0.31,7
2023-04-18,4,0.02,8
2023-04-19,4,0.4,5
2023-04-20,4,0.73,8
2023-04-21,4,0.44,8
2023-04-22,4,0.03,13
2023-04-23,4,0.43,10
2023-04-24,4,0.68,9
2023-04-25,4,0.06,14
2023-04-26,4,0.84,10
2023-04-27,4,0.19,7
2023-04-28,4,0.55,7
2023-04-29,4,0.33,7
2023-04-30,4,0.26,9
2023-05-01,4,0.62,10
2023-05-02,4,0.38,15
2023-05-03,4,0.57,12
2023-05-04,4,0.56,6
2023-05-05,4,0.38,5
2023-05-06,4,0.69,7
2023-05-07,4,0.9,14
2023-05-08,4,0.5,12
2023-05-09,4,0.69,6
2023-05-10,4,0.5,7
2023-05-11,4,0.79,8
2023-05-12,4,0.04,8
2023-05-13,4,0.22,8
2023-05-14,4,0.46,11
2023-05-15,4,0.14,13
2023-05-16,4,0.54,15
2023-05-17,4,0.54,6
2023-05-18,4,0.55,9
2023-05-19,4,0.48,9
2023-05-20,4,0.95,17
2023-05-21,4,0.39,10
2023-05-22,4,0.66,7
2023-05-23,4,0.43,13
2023-05-24,4,0.46,16
2023-05-25,4,0.43,9
2023-05-26,4,0.46,9
2023-05-27,4,0.13,10
2023-05-28,4,0.68,7
2023-05-29,4,0.47,8
2023-05-30,4,0.23,10
2023-05-31,4,0.5,6
2023-06-01,4,0.15,7
2023-06-02,4,0.29,10
2023-06-03,4,0.36,11
2023-06-04,4,0.14,28
2023-06-05,4,0.22,33
2023-06-06,4,0.48,23
2023-06-07,4,0.08,7
2023-06-08,4,0.59,30
2023-06-09,4,0.45,8
2023-06-10,4,0.46,8
2023-06-11,4,0.77,6
2023-06-12,4,0.17,24
2023-06-13,4,0.23,29
2023-06-14,4,0.41,32
2023-06-15,4,0.58,6
2023-06-16,4,0.4,30
2023-06-17,4,0.62,31
2023-06-18,4,0.52,7
2023-06-19,4,0.32,33
2023-06-20,4,0.35,12
2023-06-21,4,0.56,14
2023-06-22,4,0.61,5
2023-06-23,4,0.55,6
2023-06-24,4,0.44,11
2023-06-25,4,0.56,9
2023-06-26,4,0.75,20
2023-06-27,4,0.38,7
2023-06-28,4,0.45,36
2023-06-29,4,0.38,26
2023-06-30,4,0.38,32
2023-07-01,4,0.3,30
2023-07-02,4,0.37,13
2023-07-03,4,0.19,35
2023-07-04,4,0.25,9
2023-07-05,4,0.63,13
2023-07-06,4,0.15,31
2023-07-07,4,0.45,10
2023-07-08,4,0.31,5
2023-07-09,4,0.36,27
2023-07-10,4,0.61,11
2023-07-11,4,0.46,11
2023-07-12,4,0.15,32
2023-07-13,4,0.22,26
2023-07-14,4,0.47,36
2023-07-15,4,0.5,6
2023-07-16,4,0.55,33
2023-07-17,4,0.27,27
2023-07-18,4,0.49,35
2023-07-19,4,0.46,4
2023-07-20,4,0.61,10
2023-07-21,4,0.81,11
2023-07-22,4,0.52,4
2023-07-23,4,0.02,13
2023-07-24,4,0.26,31
2023-07-25,4,0.38,27
2023-07-26,4,0.2,7
2023-07-27,4,0.74,6
2023-07-28,4,0.79,10
2023-07-29,4,0.79,9
2023-07-30,4,0.48,7
2023-07-31,4,0.67,20
2023-08-01,4,0.35,32
2023-08-02,4,0.57,7
2023-08-03,4,0.56,6
2023-08-04,4,0.31,25
2023-08-05,4,0.34,27
2023-08-06,4,0.29,37
2023-08-07,4,0.19,11
2023-08-08,4,0.1,35
2023-08-09,4,0.49,31
2023-08-10,4,0.81,27
2023-08-11,4,0.42,9
2023-08-12,4,0.27,31
2023-08-13,4,0.45,9
2023-08-14,4,0.28,46
2023-08-15,4,0.39,37
2023-08-16,4,0.73,23
2023-08-17,4,0.46,8
2023-08-18,4,0.39,8
2023-08-19,4,0.38,24
2023-08-20,4,0.69,8
2023-08-21,4,0.35,12
2023-08-22,4,0.24,5
2023-08-23,4,0.48,11
2023-08-24,4,0.45,11
2023-08-25,4,0.63,3
2023-08-26,4,0.34,5
2023-08-27,4,0.03,10
2023-08-28,4,0.33,11
2023-08-29,4,0.17,31
2023-08-30,4,0.16,26
2023-08-31,4,0.49,4
2023-09-01,4,0.24,30
2023-09-02,4,0.86,11
2023-09-03,4,0.29,30
2023-09-04,4,0.44,11
2023-09-05,4,0.28,23
2023-09-06,4,0.29,33
2023-09-07,4,0.41,28
2023-09-08,4,0.45,8
2023-09-09,4,0.35,19
2023-09-10,4,0.19,37
2023-09-11,4,0.5,30
2023-09-12,4,0.67,12
2023-09-13,4,0.45,30
2023-09-14,4,0.25,27
2023-09-15,4,0.66,8
2023-09-16,4,0.25,10
2023-09-17,4,0.39,24
2023-09-18,4,0.45,7
2023-09-19,4,0.72,6
2023-09-20,4,0.53,12
2023-09-21,4,0.38,34
2023-09-22,4,0.41,7
2023-09-23,4,0.45,36
2023-09-24,4,0.03,28
2023-09-25,4,0.41,6
2023-09-26,4,0.24,8
2023-09-27,4,0.25,5
2023-09-28,4,0.84,13
2023-09-29,4,0.48,10
2023-09-30,4,0.63,41
2023-10-01,4,0.62,4
2023-10-02,4,0.67,10
2023-10-03,4,0.55,9
2023-10-04,4,0.6,7
2023-10-05,4,0.52,12
2023-10-06,4,0.64,5
2023-10-07,4,0.43,9
2023-10-08,4,0.33,8
2023-10-09,4,0.26,14
2023-10-10,4,0.63,8
2023-10-11,4,1.03,6
2023-10-12,4,0.27,11
2023-10-13,4,0.65,11
2023-10-14,4,0.77,9
2023-10-15,4,0.45,11
2023-10-16,4,0.51,12
2023-10-17,4,0.67,11
2023-10-18,4,0.28,9
2023-10-19,4,0.49,7
2023-10-20,4,0.53,5
2023-10-21,4,0.63,5
2023-10-22,4,0.29,12
2023-10-23,4,0.43,8
2023-10-24,4,0.16,9
2023-10-25,4,0.7,4
2023-10-26,4,0.77,4
2023-10-27,4,0.49,10
2023-10-28,4,1.1,6
2023-10-29,4,0.32,3
2023-10-30,4,0.94,6
2023-10-31,4,0.65,9
2023-11-01,4,0.36,11
2023-11-02,4,0.82,6
2023-11-03,4,0.6,8
2023-11-04,4,0.48,12
2023-11-05,4,0.42,10
2023-11-06,4,0.24,11
2023-11-07,4,0.29,3
2023-11-08,4,0.7,6
2023-11-09,4,0.35,10
2023-11-10,4,0.28,8
2023-11-11,4,0.35,15
2023-11-12,4,0.62,9
2023-11-13,4,0.25,8
2023-11-14,4,0.19,9
2023-11-15,4,0.46,8
2023-11-16,4,0.71,16
2023-11-17,4,0.57,13
2023-11-18,4,0.33,7
2023-11-19,4,0.62,8
2023-11-20,4,0.32,6
2023-11-21,4,0.45,5
2023-11-22,4,0.55,6
2023-11-23,4,0.62,9
2023-11-24,4,0.31,6
2023-11-25,4,0.42,10
2023-11-26,4,0.73,2
2023-11-27,4,0.82,12
2023-11-28,4,0.55,10
2023-11-29,4,0.82,9
2023-11-30,4,0.01,10
2023-12-01,4,0.6,8
2023-12-02,4,0.36,13
2023-12-03,4,0.41,9
2023-12-04,4,0.64,5
2023-12-05,4,0.39,15
2023-12-06,4,0.59,11
2023-12-07,4,0.34,15
2023-12-08,4,0.64,10
2023-12-09,4,0.56,8
2023-12-10,4,0.56,5
2023-12-11,4,0.71,9
2023-12-12,4,0.56,9
2023-12-13,4,0.56,17
2023-12-14,4,0.35,8
2023-12-15,4,0.34,9
2023-12-16,4,0.71,11
2023-12-17,4,0.24,9
2023-12-18,4,0.66,9
2023-12-19,4,0.65,8
2023-12-20,4,0.85,12
2023-12-21,4,0.43,13
2023-12-22,4,0.39,9
2023-12-23,4,0.8,9
2023-12-24,4,0.57,10
2023-12-25,4,0.17,9
2023-12-26,4,0.81,7
2023-12-27,4,0.15,9
2023-12-28,4,0.29,5
2023-12-29,4,0.98,9
2023-12-30,4,0.6,13
2023-12-31,4,0.41,9
2023-01-01,5,0.31,6
2023-01-02,5,0.73,9
2023-01-03,5,0.71,10
2023-01-04,5,0.71,12
2023-01-05,5,0.34,11
2023-01-06,5,0.37,12
2023-01-07,5,0.84,12
2023-01-08,5,0.69,15
2023-01-09,5,0.55,13
2023-01-10,5,0.46,13
2023-01-11,5,0.8,18
2023-01-12,5,0.46,9
2023-01-13,5,0.77,13
2023-01-14,5,0.11,9
2023-01-15,5,0.61,22
2023-01-16,5,0.62,15
2023-01-17,5,0.65,10
2023-01-18,5,0.43,14
2023-01-19,5,0.72,15
2023-01-20,5,0.4,11
2023-01-21,5,0.37,19
2023-01-22,5,0.34,12
2023-01-23,5,0.39,10
2023-01-24,5,0.47,13
2023-01-25,5,0.69,11
2023-01-26,5,0.39,14
2023-01-27,5,0.5,12
2023-01-28,5,0.27,14
2023-01-29,5,0.19,10
2023-01-30,5,0.01,15
2023-01-31,5,0.42,7
2023-02-01,5,0.55,12
2023-02-02,5,0.38,19
2023-02-03,5,0.48,15
2023-02-04,5,0.49,22
2023-02-05,5,0.39,10
2023-02-06,5,0.43,16
2023-02-07,5,0.35,13
2023-02-08,5,0.49,11
2023-02-09,5,0.5,14
2023-02-10,5,0.4,10
2023-02-11,5,0.45,10
2023-02-12,5,0.36,9
2023-02-13,5,0.83,9
2023-02-14,5,0.5,17
2023-02-15,5,0.63,3
2023-02-16,5,0.2,16
2023-02-17,5,0.14,2
2023-02-18,5,0.85,15
2023-02-19,5,0.08,16
2023-02-20,5,0.78,14
2023-02-21,5,0.39,14
2023-02-22,5,0.4,16
2023-02-23,5,0.38,11
2023-02-24,5,0.27,9
2023-02-25,5,0.55,12
2023-02-26,5,0.58,11
2023-02-27,5,0.55,11
2023-02-28,5,0.53,17
2023-03-01,5,0.52,5
2023-03-02,5,0.59,8
2023-03-03,5,0.64,15
2023-03-04,5,0.55,11
2023-03-05,5,0.81,7
2023-03-06,5,0.37,12
2023-03-07,5,0.26,12
2023-03-08,5,0.69,12
2023-03-09,5,0.43,14
2023-03-10,5,0.92,11
2023-03-11,5,0.68,9
2023-03-12,5,0.52,14
2023-03-13,5,0.55,15
2023-03-14,5,0.33,12
2023-03-15,5,0.61,11
2023-03-16,5,0.26,9
2023-03-17,5,0.45,16
2023-03-18,5,0.73,18
2023-03-19,5,0.35,12
2023-03-20,5,0.67,15
2023-03-21,5,0.57,15
2023-03-22,5,0.52,12
2023-03-23,5,0.48,16
2023-03-24,5,0.14,11
2023-03-25,5,0.72,9
2023-03-26,5,0.4,9
2023-03-27,5,0.36,6
2023-03-28,5,0.49,6
2023-03-29,5,0.64,11
2023-03-30,5,0.63,9
2023-03-31,5,0.35,11
2023-04-01,5,0.23,9
2023-04-02,5,0.36,9
2023-04-03,5,0.4,14
2023-04-04,5,0.71,18
2023-04-05,5,0.53,18
2023-04-06,5,0.01,12
2023-04-07,5,0.32,15
2023-04-08,5,0.55,11
2023-04-09,5,0.45,7
2023-04-10,5,0.4,12
2023-04-11,5,0.17,12
2023-04-12,5,0.65,13
2023-04-13,5,0.5,15
2023-04-14,5,0.17,13
2023-04-15,5,0.35,10
2023-04-16,5,0.49,8
2023-04-17,5,0.65,9
2023-04-18,5,0.41,11
2023-04-19,5,0.04,12
2023-04-20,5,0.49,16
2023-04-21,5,0.3,15
2023-04-22,5,0.44,10
2023-04-23,5,0.47,11
2023-04-24,5,0.18,12
2023-04-25,5,0.24,16
2023-04-26,5,0.44,19
2023-04-27,5,0.3,10
2023-04-28,5,0.38,16
2023-04-29,5,0.59,13
2023-04-30,5,0.51,17
2023-05-01,5,0.49,11
2023-05-02,5,0.39,7
2023-05-03,5,0.6,9
2023-05-04,5,0.54,12
2023-05-05,5,0.52,17
2023-05-06,5,0.54,10
2023-05-07,5,0.38,8
2023-05-08,5,0.42,9
2023-05-09,5,0.43,8
2023-05-10,5,0.46,11
2023-05-11,5,0.2,16
2023-05-12,5,0.33,14
2023-05-13,5,0.7,10
2023-05-14,5,0.07,7
2023-05-15,5,0.68,7
2023-05-16,5,0.58,13
2023-05-17,5,0.1,14
2023-05-18,5,0.26,12
2023-05-19,5,0.7,13
2023-05-20,5,0.69,13
2023-05-21,5,0.51,12
2023-05-22,5,0.52,11
2023-05-23,5,0.88,11
2023-05-24,5,0.34,9
2023-05-25,5,0.5,19
2023-05-26,5,0.36,10
2023-05-27,5,0.18,16
2023-05-28,5,0.36,13
2023-05-29,5,0.14,6
2023-05-30,5,0.7,8
2023-05-31,5,0.24,20
2023-06-01,5,0.25,10
2023-06-02,5,0.59,9
2023-06-03,5,0.31,8
2023-06-04,5,0.38,35
2023-06-05,5,0.39,41
2023-06-06,5,0.34,30
2023-06-07,5,0.22,14
2023-06-08,5,0.33,29
2023-06-09,5,0.85,8
2023-06-10,5,0.48,9
2023-06-11,5,0.44,12
2023-06-12,5,0.6,31
2023-06-13,5,0.3,33
2023-06-14,5,0.49,32
2023-06-15,5,0.47,8
2023-06-16,5,0.43,39
2023-06-17,5,0.42,37
2023-06-18,5,0.59,9
2023-06-19,5,0.48,29
2023-06-20,5,0.73,11
2023-06-21,5,0.51,10
2023-06-22,5,0.33,8
2023-06-23,5,0.66,15
2023-06-24,5,0.58,14
2023-06-25,5,0.22,15
2023-06-26,5,0.33,32
2023-06-27,5,0.89,9
2023-06-28,5,0.05,26
2023-06-29,5,0.42,28
2023-06-30,5,0.65,26
2023-07-01,5,0.27,34
2023-07-02,5,0.4,19
2023-07-03,5,0.25,28
2023-07-04,5,0.45,14
2023-07-05,5,0.52,8
2023-07-06,5,0.33,36
2023-07-07,5,0.41,21
2023-07-08,5,0.54,7
2023-07-09,5,0.22,29
2023-07-10,5,0.53,17
2023-07-11,5,0.75,12
2023-07-12,5,0.37,27
2023-07-13,5,0.63,30
2023-07-14,5,0.69,33
2023-07-15,5,0.25,8
2023-07-16,5,0.39,38
2023-07-17,5,0.39,36
2023-07-18,5,0.69,24
2023-07-19,5,0.26,11
2023-07-20,5,0.5,15
2023-07-21,5,0.19,20
2023-07-22,5,0.55,12
2023-07-23,5,0.32,5
2023-07-24,5,0.35,27
2023-07-25,5,0.24,29
2023-07-26,5,0.57,8
2023-07-27,5,0.42,16
2023-07-28,5,0.41,5
2023-07-29,5,0.85,13
2023-07-30,5,0.29,13
2023-07-31,5,0.65,33
2023-08-01,5,0.53,26
2023-08-02,5,0.49,13
2023-08-03,5,0.54,11
2023-08-04,5,0.22,27
2023-08-05,5,0.63,27
2023-08-06,5,0.5,32
2023-08-07,5,0.27,17
2023-08-08,5,0.65,27
2023-08-09,5,0.17,29
2023-08-10,5,0.28,34
2023-08-11,5,0.55,15
2023-08-12,5,0.06,30
2023-08-13,5,0.62,6
2023-08-14,5,0.46,42
2023-08-15,5,0.46,36
2023-08-16,5,0.2,29
2023-08-17,5,0.32,5
2023-08-18,5,0.45,13
2023-08-19,5,0.01,39
2023-08-20,5,0.43,13
2023-08-21,5,0.57,14
2023-08-22,5,0.4,11
2023-08-23,5,0.54,14
2023-08-24,5,0.6,9
2023-08-25,5,0.47,8
2023-08-26,5,0.16,10
2023-08-27,5,0.82,14
2023-08-28,5,0.33,11
2023-08-29,5,0.39,35
2023-08-30,5,0.43,23
2023-08-31,5,0.41,10
2023-09-01,5,0.28,23
2023-09-02,5,0.58,9
2023-09-03,5,0.1,33
2023-09-04,5,0.43,7
2023-09-05,5,0.31,48
2023-09-06,5,0.4,31
2023-09-07,5,0.33,35
2023-09-08,5,0.58,10
2023-09-09,5,0.67,29
2023-09-10,5,0.3,30
2023-09-11,5,0.65,32
2023-09-12,5,0.42,13
2023-09-13,5,0.32,39
2023-09-14,5,0.11,33
2023-09-15,5,0.64,13
2023-09-16,5,0.19,15
2023-09-17,5,0.86,30
2023-09-18,5,0.58,12
2023-09-19,5,0.46,16
2023-09-20,5,0.61,8
2023-09-21,5,0.34,28
2023-09-22,5,0.48,8
2023-09-23,5,0.38,36
2023-09-24,5,0.24,24
2023-09-25,5,0.61,18
2023-09-26,5,0.89,14
2023-09-27,5,0.57,8
2023-09-28,5,0.72,12
2023-09-29,5,0.28,13
2023-09-30,5,0.54,32
2023-10-01,5,0.49,9
2023-10-02,5,0.76,9
2023-10-03,5,0.63,13
2023-10-04,5,0.67,12
2023-10-05,5,0.69,14
2023-10-06,5,0.39,19
2023-10-07,5,0.91,14
2023-10-08,5,0.52,11
2023-10-09,5,0.66,16
2023-10-10,5,0.04,7
2023-10-11,5,0.45,10
2023-10-12,5,0.6,13
2023-10-13,5,0.61,16
2023-10-14,5,0.29,8
2023-10-15,5,0.46,8
2023-10-16,5,0.72,14
2023-10-17,5,0.48,7
2023-10-18,5,0.43,8
2023-10-19,5,0.55,7
2023-10-20,5,0.5,13
2023-10-21,5,0.58,10
2023-10-22,5,0.23,13
2023-10-23,5,0.35,16
2023-10-24,5,0.19,10
2023-10-25,5,0.27,19
2023-10-26,5,0.25,8
2023-10-27,5,0.67,16
2023-10-28,5,0.47,9
2023-10-29,5,0.18,23
2023-10-30,5,0.16,17
2023-10-31,5,1.01,16
2023-11-01,5,0.48,20
2023-11-02,5,0.5,13
2023-11-03,5,0.43,8
2023-11-04,5,0.6,11
2023-11-05,5,0.68,9
2023-11-06,5,0.83,17
2023-11-07,5,0.33,6
2023-11-08,5,0.43,11
2023-11-09,5,0.55,11
2023-11-10,5,0.51,12
2023-11-11,5,0.46,16
2023-11-12,5,0.56,7
2023-11-13,5,0.28,11
2023-11-14,5,0.45,14
2023-11-15,5,0.64,9
2023-11-16,5,0.53,8
2023-11-17,5,0.22,9
2023-11-18,5,0.22,11
2023-11-19,5,0.4,12
2023-11-20,5,0.62,17
2023-11-21,5,0.4,15
2023-11-22,5,0.78,19
2023-11-23,5,0.26,13
2023-11-24,5,0.3,8
2023-11-25,5,0.2,12
2023-11-26,5,0.11,11
2023-11-27,5,0.66,10
2023-11-28,5,0.6,10
2023-11-29,5,0.56,12
2023-11-30,5,0.66,14
2023-12-01,5,0.33,9
2023-12-02,5,0.6,15
2023-12-03,5,0.26,13
2023-12-04,5,0.63,16
2023-12-05,5,0.34,11
2023-12-06,5,0.34,11
2023-12-07,5,0.65,12
2023-12-08,5,0.28,8
2023-12-09,5,0.52,15
2023-12-10,5,0.54,12
2023-12-11,5,0.25,9
2023-12-12,5,0.33,9
2023-12-13,5,0.6,14
2023-12-14,5,0.37,11
2023-12-15,5,0.36,8
2023-12-16,5,0.75,10
2023-12-17,5,0.75,8
2023-12-18,5,0.33,8
2023-12-19,5,0.4,12
2023-12-20,5,0.39,9
2023-12-21,5,0.46,11
2023-12-22,5,0.82,12
2023-12-23,5,0.54,12
2023-12-24,5,0.6,13
2023-12-25,5,0.86,8
2023-12-26,5,0.28,18
2023-12-27,5,0.32,13
2023-12-28,5,0.61,5
2023-12-29,5,0.81,10
2023-12-30,5,0.28,11
2023-12-31,5,0.71,14
2023-01-01,6,0.75,7
2023-01-02,6,0.48,7
2023-01-03,6,0.61,6
2023-01-04,6,0.77,5
2023-01-05,6,0.68,1
2023-01-06,6,0.26,8
2023-01-07,6,0.08,2
2023-01-08,6,0.61,5
2023-01-09,6,0.72,1
2023-01-10,6,0.45,4
2023-01-11,6,0.56,6
2023-01-12,6,0.0,8
2023-01-13,6,0.53,4
2023-01-14,6,0.68,5
2023-01-15,6,0.44,6
2023-01-16,6,0.35,7
2023-01-17,6,0.45,5
2023-01-18,6,0.44,5
2023-01-19,6,0.5,3
2023-01-20,6,0.42,5
2023-01-21,6,0.62,7
2023-01-22,6,0.09,3
2023-01-23,6,0.85,7
2023-01-24,6,0.21,6
2023-01-25,6,0.75,7
2023-01-26,6,0.6,7
2023-01-27,6,0.63,5
2023-01-28,6,0.09,7
2023-01-29,6,0.1,5
2023-01-30,6,0.57,8
2023-01-31,6,0.71,3
2023-02-01,6,0.28,4
2023-02-02,6,0.35,7
2023-02-03,6,0.85,4
2023-02-04,6,0.68,4
2023-02-05,6,0.08,9
